link,text,date,No_of_likes,No_of_comments
https://twitter.com/narendramodi_in/status/1738074364015489209#m,"Lok Sabha recorded 74% productivity, says Speaker https://timesofindia.indiatimes.com/india/lok-sabha-recorded-74-productivity-says-speaker/articleshow/106195067.cms","Dec 22, 2023 · 5:49 AM UTC",28,2
https://twitter.com/narendramodi/status/1727553720005890148#m,"Birthday wishes to the Speaker of the Lok Sabha, Shri Om Birla Ji. His distinguished leadership and commitment to upholding the parliamentary traditions and democratic values of our nation are truly admirable. As the Presiding officer of the Lok Sabha, he has always focused on ensuring young MPs and women MPs get the opportunity to speak and enrich parliamentary discourse. May this year bring him good health, happiness and continued success in all his endeavors. @ombirlakota","Nov 23, 2023 · 5:04 AM UTC",21598,381
https://twitter.com/mybharatgov/status/1739127072918819037#m,"Today, on Good Governance Day, as the nation celebrates the life of former Prime Minister Atal Bihari Vajpayee, we want to emphasize the role of the youth in fostering government awareness among the people. #GoodGovernanceDay #AtalBihariVajpayee #MYBharat","Dec 25, 2023 · 3:33 AM UTC",17,0
https://twitter.com/PoliticalViewsO/status/1738953799618732102#m,"ABP CVoter Lok Sabha Opinion Poll 2024 Bihar : 40 seats BJP : 16-18 | 39% Vote Share MGB : 21-23 | 43% OTH : 0-2 | 18% It seems that this survey is overestimating the strength of JDU, but in reality MGB will not be able to touch double digits in Bihar in 2024 LS elections.","Dec 24, 2023 · 4:04 PM UTC",413,18
https://twitter.com/CiteCase/status/1734577601006747703#m,"Central Govt. has introduced new Criminal Law Bills in Lok Sabha 1⃣Bharatiya Nyaya (Second) Sanhita, 2023 2⃣Bharatiya Nagarik Suraksha (Second) Sanhita, 2023 3⃣Bharatiya Sakshya (Second) Adhiniyam, 2023 We have merged the pdf files of these bills obtained from the Parliament website (https://sansad.in/ls/legislation/bills ) and shared in our telegram (https://t.me/CiteCase/327 ) and whatsapp groups (https://chat.whatsapp.com/CDJ4AwB28D43oJHb0ngx8G )","Dec 12, 2023 · 2:15 PM UTC",86,9
https://twitter.com/CivilLearning1/status/1739177393150161377#m,"Telecommunication Bill 2023"" Context- The Lok Sabha on December 20, 2023 passed the Telecom Bill 2023, which replaced existing laws, including the 138 year old Indian Telegraph Act, 1885 & Indian Wireless Telegraphy Act, 1933. Regulation of Telecom Sector The telecom sector in India has been governed under three laws. The Indian Telegraph Act (ITA) 1885. The Indian Wireless Telegraphy Act, (IWTA) 1993 The Telegraph Wires (Unlawful Possession) Act (TWA) 1950.","Dec 25, 2023 · 6:52 AM UTC",31,1
https://twitter.com/opinion_tt/status/1739201815105634559#m,"The newly passed criminal law bills, ironically, retain their colonial spirit. An edit. #AmitShah #criminallaws #crpc #sedition #ModiGovt #Parliament #LokSabha #RajyaSabha @leo_mukherjee https://www.telegraphindia.com/opinion/old-imprint-editorial-on-the-new-criminal-law-bills-passed-by-the-parliament/cid/1989119","Dec 25, 2023 · 8:30 AM UTC",0,0
https://twitter.com/AnirJai/status/1739224142153752709#m,Delusional .. Modi has a cult following and he will win for sure .. The only question is whether he will cross 400 or stay above 300 seats in the Lok Sabha .. জাগো ব্যানার্জী বাবু আজকের বাস্তবতার মুখোমুখি হোন,"Dec 25, 2023 · 9:58 AM UTC",0,0
https://twitter.com/republic/status/1737784360928153935#m,"#BREAKING | We saved people from COVID and hunger during the pandemic. We were the only ones to give free vaccines in the world. We never cared about religion or communities, It really hurt me that you linked it to religion: Union Min Anurag Thakur addresses Lok Sabha Tune in - https://invidious.perennialte.ch/WLhOI2OOsdo #Parliament #RajyaSabha #LokSabha #Congress #BJP #AnuragThakur","Dec 21, 2023 · 10:37 AM UTC",126,8
https://twitter.com/KhemchandraZ/status/1738935631060074780#m,Bihar Loksabha 2024 Opinion Poll (C-Voter) INDIA 23 (43%) NDA 16 (39%) OTH 01 (18%) BJP is getting a dent of 4 seats considering their alliance holds their Loksabha.,"Dec 24, 2023 · 2:52 PM UTC",29,1
https://twitter.com/Devishanker15/status/1739216931658543408#m,"Yes absolutely, churning of total upheaval,transfer of power will occur during Loksabha elections,BJP will garner more than 23 Lok Sabha seats,TMC will be routed thoroughly.","Dec 25, 2023 · 9:30 AM UTC",3,0
https://twitter.com/devusinh/status/1738866427514491145#m,"Addressed the locals at Lepakshi Gram Panchayat of Hindupur Loksabha constituency as a part of #ViksitBharatSanklapYatra. Met beneficiaries of Modi govt's citizen-centric schemes, witnessing firsthand the impact of 'Modi ki Guarantee vaali gaadi' in spreading awareness.","Dec 24, 2023 · 10:17 AM UTC",42,1
https://twitter.com/RameshMirch/status/1739223465058517496#m,"Indigenous production of electronic goods in the country more than doubled to Rs 8.25 lakh crore in 2022-23 from Rs 3.88 lakh crore in 2017-18, MoS for Electronics and IT Rajeev Chandrasekhar in a written reply to the Lok Sabha said","Dec 25, 2023 · 9:56 AM UTC",1,0
https://twitter.com/InAmarjeet13/status/1739223250507637245#m,Brij Bhushan has also won the loksabha seats,"Dec 25, 2023 · 9:55 AM UTC",0,0
https://twitter.com/MohdMuzzammilK/status/1734869853197181047#m,#ParliamentAttack2023 #LokSabhaSecurity The visitor’s pass that was found with one of the attackers has the name #SagarSharma for #LokSabha Public Gallery #Parliament and was allegedly issued from office of #BJP MP #PratapSimha from #Mysuru #Karnataka @ranjona @BhavikaKapoor5,"Dec 13, 2023 · 9:36 AM UTC",17,0
https://twitter.com/5paisa/status/1739223205553029564#m,1. A new and important telecommunications bill passed in the Lok Sabha on Dec. 20 and in the Rajya Sabha on Dec. 21. This bill paves the way for satellite-based services in India.,"Dec 25, 2023 · 9:55 AM UTC",0,1
https://twitter.com/Chandra_Gupta_X/status/1734868057787695391#m,Two people breached the #Parliament security & entered the #Loksabha house while proceedings were going on in zero hour. They lighted up & threw smoke sticks in the house. #SecurityBreach #ParliamentofIndia #ParliamentAttack #BJPAntiSCSTOBC,"Dec 13, 2023 · 9:29 AM UTC",6,0
https://twitter.com/TV9Telugu/status/1739223021154713859#m,Lok Sabha Election 2024 : పార్లమెంట్ ఎన్నికల్లో బీజేపీదే గెలుపు : Bandi Sanjay - TV9 #loksabhaelection2024 #bandisanjay #politics,"Dec 25, 2023 · 9:54 AM UTC",14,2
https://twitter.com/TRBRajaa/status/1735239184405975097#m,MPs are being suspended enmasse ! 14 Lok Sabha MPs have been suspended today by the authoritarian union govt as of now ! #Democracy is being slaughtered in #Parliament 😕,"Dec 14, 2023 · 10:03 AM UTC",894,74
https://twitter.com/Niladri0205/status/1739222811670143418#m,Mimicry cultural continuity in TMC after Akhil Giri to President of India now Kalyan Banerjee(MP) to Vice President of India and he claim it's his fundamental right. Prof. Ambikesh Mahapatra arrested for a cartoon of CM why not both are arrested. Is he eligible for Lok Sabha???,"Dec 25, 2023 · 9:53 AM UTC",0,0
https://twitter.com/BMSandeepAICC/status/1739222745471390157#m,"Congress General Secretary in-charge Communications, @Jairam_Ramesh ji says, ""...There will be a mega rally in Nagpur on 28th December with the name 'Hai Tayyar Hum'. Congress will blow the conch for the Lok Sabha elections 2024 during the rally. Party president Mallikarjun Kharge and MP Rahul Gandhi clearly stated that we are ready for seat sharing and want the INDIA alliance to be united and strong. Congress will do everything possible to win..."" https://nitter.perennialte.ch/ANI/status/1739210274597728667/video/1","Dec 25, 2023 · 9:53 AM UTC",5,0
https://twitter.com/PoliticalViewsO/status/1738867398244000004#m,"As per reports, BJP is planning to announce candidates for 2024 Lok Sabha elections on many difficult seats in January itself, following the strategy of Madhya Pradesh and Chhattisgarh elections. #LoksabhaElection2024","Dec 24, 2023 · 10:21 AM UTC",353,1
https://twitter.com/mppchaudhary/status/1739138495485231517#m,"Warm Birthday wishes to Shri Manoj Kishorbhai Kotak Ji, Lok Sabha MP from Mumbai-North-East(Maharashtra). I pray for your long and healthy life.  @manoj_kotak","Dec 25, 2023 · 4:18 AM UTC",10,1
https://twitter.com/HWNewsEnglish/status/1739222632229462197#m,LS Speaker #OmBirla pays floral #tribute to former PM #AtalBihariVajpayee on his #birthanniversary #Shorts #LokSabha #BJP #Parliament #VicePresident #PMModi #jagdeepdhankhar #Politics #Reels #Trending #Viral #ShortVideo @ombirlakota @BJP4India @BJP4Rajasthan,"Dec 25, 2023 · 9:52 AM UTC",0,0
https://twitter.com/AteeqSiddiqui19/status/1739222399613325582#m,"📌With Fire Branded Member of Parliment Lok Sabha , Amroha Utter Pardesh & Seasoned Politician Mr. @KDanishAli Bhai who visited flying visit to My City Hyderabad Favourite of #RahulGandhi @RahulGandhi @INCIndia @INCUttarPradesh #DanishAli","Dec 25, 2023 · 9:51 AM UTC",0,0
https://twitter.com/MohdMuzzammilK/status/1736780246526177534#m,Democracy Suspended! #Dictatorkaal 18th December 2023 will be remembered for #MassSuspension ‘Black Day’ This is not democracy. This is adverse to Parliamentary democracy #ParliamentAttack2023 #ParliamentSecurityBreach #LokSabha #RajyaSabha @ranjona @IndiaAwakened_ @yusufpore,"Dec 18, 2023 · 4:07 PM UTC",6,0
https://twitter.com/AIBSNews24/status/1739222019043152024#m,Defence Minister Rajnath Singh and Lok Sabha Speaker Om Birla arrive in Haridwar; received by Uttarakhand Chief Minister Pushkar Singh Dhami,"Dec 25, 2023 · 9:50 AM UTC",0,0
https://twitter.com/humdekhengenews/status/1739221918568661277#m,કર્ણાટકના નાયબ મુખ્યપ્રધાન ડીકે શિવકુમારનો દાવોઃ લોકસભા ચૂંટણી પહેલાં NDA માં ભંગાણ પડશે #BreakingNews #Karnataka #DKShivkumar #LokSabha #LoksabhaElection2024 #Gujarat #gujaratnews #humdekengenews,"Dec 25, 2023 · 9:49 AM UTC",0,0
https://twitter.com/azadaleppy/status/1739221846841827757#m,#LoksabhaElection2024 #LokSabha #BJP #ModiKiGuarantee,"Dec 25, 2023 · 9:49 AM UTC",0,0
https://twitter.com/TimesPahal2016/status/1739221801136267516#m,टीएमसी सांसद ने की संसद परिसर में राज्यसभा सभापति जगदीप धनखड़ की मिमिक्री ◆ कल्याण बनर्जी ने संसद परिसर में की नक़ल ◆ बाकी सांसदों ने बनाया नक़ल का वीडियो #JagdeepDhankhar #KalyanBanerjee | #LokSabha https://invidious.perennialte.ch/shorts/gMObfglTmQQ?feature=share,"Dec 25, 2023 · 9:49 AM UTC",1,0
https://twitter.com/PreetRawat41948/status/1739143443564392502#m,Tgt bharti lok sabha election se phle Puri kro,"Dec 25, 2023 · 4:38 AM UTC",1,0
https://twitter.com/basantpandabjp/status/1739221652146368850#m,"छोटे मन से कोई बड़ा नहीं होता । टूटे मन से कोई खड़ा नहीं होता । आज पूर्व प्रधानमंत्री, भारत रत्न श्रद्धेय अटल बिहारी वाजपेयी जी की जन्म-जयंती पर उन्हें श्रद्धांजलि अर्पित किया। #AtalBihariVajpayee @narendramodi @JPNadda @blsanthosh @BJP4India @BJP4Odisha @SamalManmohan7","Dec 25, 2023 · 9:48 AM UTC",6,0
https://twitter.com/Loksabhael52086/status/1739221530050215995#m,Ab Congress chhodke bjp ki chinta karne lage..,"Dec 25, 2023 · 9:48 AM UTC",0,0
https://twitter.com/sagrolikarBJP/status/1739221171521151078#m,#NanaPatekar : “There is no alternative to the BJP in 2024 Lok Sabha elections. They will come back to power with 350 seats.”,"Dec 25, 2023 · 9:46 AM UTC",0,0
https://twitter.com/seemay/status/1739194112895602999#m,Winter Session's Snapshot: Record Number of Lok Sabha MPs Suspended; No Bills Sent to Committees @PRSLegislative https://thewire.in/government/winter-session-snapshot-record-number-of-lok-sabha-mps-suspended-no-bills-sent-to-committees,"Dec 25, 2023 · 7:59 AM UTC",9,0
https://twitter.com/Loksabhael52086/status/1739221047994703910#m,Are yaar north east k liye karna padhta hain,"Dec 25, 2023 · 9:46 AM UTC",0,0
https://twitter.com/AjinderSi1338/status/1739220999319740890#m,Agar Isko yahi kaam kerna hai to loksabha chod de or bhand giri kare hamara paise kyon barbad ker reha hai ye.,"Dec 25, 2023 · 9:46 AM UTC",0,0
https://twitter.com/AjinderSi1338/status/1739220914565456191#m,Agar Isko yahi kaam kerna hai to loksabha chod de orbhand giri kare hamara paise kyon barbad ker reha hai ye.,"Dec 25, 2023 · 9:45 AM UTC",0,0
https://twitter.com/Gangetic_Turtle/status/1739220580216488072#m,With an eye on kerala & North East during upcoming lok sabha ...,"Dec 25, 2023 · 9:44 AM UTC",1,0
https://twitter.com/surendr70824665/status/1739220268143587549#m,Loksabha ke election tak,"Dec 25, 2023 · 9:43 AM UTC",0,0
https://twitter.com/DeshKaVerdict/status/1738869389397815767#m,"Badaun Loksabha Constituency - Badaun parliamentary seat had a total of the 18,90,129 voters during the 2019 Loksabha Election Caste Wise Population - Muslim - 23% SC - 17% Yadav - 21% Maurya, Sakya - 15% Brahmin - 7% Vaishya - 6%","Dec 24, 2023 · 10:29 AM UTC",149,4
https://twitter.com/Loksabhael52086/status/1739219971711062477#m,Kushwaha voters who voted for jdu in large numbers in 2015 ..are not going to vote jdu this time,"Dec 25, 2023 · 9:42 AM UTC",2,0
https://twitter.com/Politicspedia23/status/1739219909564076070#m,Nana Patekar : “There is no alternative to the BJP in 2024 Lok Sabha elections. They will come back to power with 350 seats.”,"Dec 25, 2023 · 9:41 AM UTC",0,1
https://twitter.com/sdhsidharth/status/1739174722074763652#m,Law protecting illegal colonies passed by the Centre with an eye on the seven Lok Sabha seats in Delhi. My take in @TheMornStandard @NewIndianXpress #delhi #election2024 #loksabha https://www.newindianexpress.com/cities/delhi/2023/dec/25/protecting-illegal-colonies-to-consolidate-votes-2644665.html,"Dec 25, 2023 · 6:42 AM UTC",3,2
https://twitter.com/UpdateChaser/status/1739219803481809148#m,Nana Patekar : “There is no alternative to the BJP in 2024 Lok Sabha elections. They will come back to power with 350 seats.”,"Dec 25, 2023 · 9:41 AM UTC",1,0
https://twitter.com/drdeepakjangra/status/1739219550388752592#m,"Bhai,let them concentrate on Punjab. They will fail to win a single Lok Sabha seat,as of now. Let them get their act together in Punjab, where they have a relevant mandate. Haryana mein to NOTA se muqabla hoga !! Yeh tumhe bhi pata hai.....","Dec 25, 2023 · 9:40 AM UTC",0,0
https://twitter.com/SarkarnamaNews/status/1739219526137663569#m,Shirur Loksabha : अजितदादांनी कोल्हेंना ‘टार्गेट’ करताच शिरूरसाठी विलास लांडेंनी दंड थोपटले...! #Shirur #LokSabhaElections2024 #mahayuti #NCP #VilasLande #shivajiraoAdhalraoPatil #AjitPawar #AmolKolhe https://sarkarnama.esakal.com/pune/vilas-lande-wants-to-contest-lok-sabha-elections-from-shirur-vd83-uk69,"Dec 25, 2023 · 9:40 AM UTC",2,0
