,User,Tweet
3424,positivekhabar,"Congress President Rahul Gandhi to file nomination from Wayanad , Kerala on 4th April, Thursday. @RahulGandhi @INCIndia @INCKerala #LokSabhaElections2019"
3425,ss_suryawanshi,".@INCMaharashtra had requested five rallies of @priyankagandhi in Maharashtra however @INCIndia conveyed to @INCMaharashtra that Priyanka Gandhi will do the more road shows, than rallies for #LokSabhaElections2019"
3426,Minukrishna83,"""In true democracy every man and woman is taught to think for himself or herself."" - Mahatma Gandhi
#Elections2019 #LokSabhaElections2019"
3427,KarbariRajendra,"There are two types of BJP voters

One by looking at the face of Modi.

Second by looking at the face Rahul Gandhi. 😂
#LokSabhaElections2019 #ElectionsWithHT #NamoAgain #RahulWayanadDebate #NarendraModi"
3428,sandeep_aganya,"@outburstindia Chaukidar is now scared from Rahul Gandhi and his growing faith in common people...
#LokSabhaElections2019"
3429,karthiktvm1990,"After Rahul went to waynad 
Anti Hindu nd NRam Co are in deep dilemmas.
Whether to put any more cropped pic before election ??
Whether to write articles against Modi or Congress??

#BJP #Congress 
#MainBhiChowkidar 
#IndiaSaysNamoAgain 
@rvaidya2000 
@vivekagnihotri"
3430,sivateja1a9,"Irony of India. 

MS Dhoni. Who got us all trophies. Who still runs like a Tiger. Who always played for team. Is in his thirties Is asked why you not retiring? 

And we call Rahul Gandhi , touching 50, with no achievements as youth icon 

What a shame.
#LokSabhaElections2019"
3431,iamkaranbachani,@balbir59 Sir i think its a challenging mistake.. bcoz teleprompter is used for @RahulGandhi 😂😂 abhi ye haal hai agar modi ji samne aa gaye to kya haal hoga?? #LoksabhaElections2019 #Congress #CongressFakesItOnFB
3432,mykathua,"@royally_fiery @sherryontopp @sherryontopp star campaigner of #INC setting new lows for the party &amp; ultimately leading them to destruction in the #LoksabhaElections2019

He'll struggle to explain when his mate, Rahul will kick his back side in the party's retrospective meeting to discuss what went wrong?"
3433,onlynishank,"Why did BJP did not field #SmritiIrani from #Wayanad too?

Was she scared of Rahul Gandhi in Wayanad? 

#LokSabhaElections2019"
3434,mahamanu30,"#NarendraModi : Hindu - Muslim, Minority - Majority , I, Me, Myself vs. Rahul , Nationalist - Anti National , Pakistan , Kashmir .

How you vote decides where India goes from here."
3435,dragonking_1,Wait! What if Rahul Gandhi is the Professor Snape of BJP? 😂 #Amethi #RahulGandhi
3436,KaustubhMehta97,"#BJP President is all over News channels, giving interviews. Where is the #Congress President?

@RahulGandhi must give an interview to a neutral news channel, showcasing his attempt to lead his party from the front.

#LokSabhaElections2019"
3437,rohitmalikfddi,@AmitShah @Sanju_Verma_ Itna agar congress sochti to india sabse powerfull country hota... guys dont be a pappu lover___ vote for #BJP #BJP #BJP #BHARATMATAKIJAI
3438,Raasshhhyyy,"@rahulroushan Now liberal will say he is acting communal but when Rahul the chuttiya supports Muslims why don't anyone calls that piece of shit communal???
On #RahulGandhi liberal swallow #feviquick
#PappuDiwas #NamoInWardha #rahulgandhichuttiyah
#PuriGandhiFamilyChorHai"
3439,Mubarak_assam,@RahulGandhi An example of difference between an innovative idea and a #BJP gimmick! Initial funding for smart cities will come from the government. Then what? Strategy needs to be credible and ideally inspiring - for people to want to follow it.
3440,wisdom_quo,"When the result is already decided for May23rd, why are they conducting #LokSabhaElections2019? Only to embarrass my friend Rahul Gandhi?"
3441,SinhaVikaz1,@Patriot18074824 @spendurti @muglikar_ @RahulGandhi NAMO #BJP are proving Jinnah's theory
3442,aman1787,@CNNnews18 @AnchorAnandN I am hindu .. i m not insulted if @RahulGandhi fights elections from #Wayanad or #Amethi  as a matter of fact I dont give a fuck .. if #AmitShah or #BJP has balls why dony dey declare it aloud that they dont want #minority votes #AmitShahToNews18 #TheRightStand
3443,Indianpanda69,"Basically Modi is the real life Harvey dent and his""Acche din"" is dent act.
#politidk #ElectionsWithTimes #ElectionsWithTimes #dccomics #india #Congress #MEMES #RahulGandhi #NarendraModi @TheViralFever @ndtv @RahulGandhi @narendramodi"
3444,SinhaVikaz1,"@spendurti @muglikar_ @Patriot18074824 @RahulGandhi outcomes matter? saccha hindu jhoota hindu good muslim, religion aur community se badi baat karo toh, 99.99% cashback in demonitization 🤪with ZERO increase in Direct tax collection AMOUNT #BJP"
3445,sagarhbk321,@ShefVaidya I am an IT professional.  I disagree with you.  I want to see Rahul Gandhi as PM ✋.  #INC Rahul Gandhi will make better Prime Minister than Imran khan 👍
3446,rajaraokiran,"@RahulGandhi If you are voted to power , I will be one who will be ashamed to be called a citizen of India who has leader like you .. I do not mind any other good leaders in your party but you ... how can any one look up to you ? #bjp"
3447,SinhaVikaz1,@Patriot18074824 @spendurti @muglikar_ @RahulGandhi #BJP had coalition govt till 4 months ago in J&amp;K
3448,SinhaVikaz1,"@spendurti @muglikar_ @Patriot18074824 @RahulGandhi exactly, thanks? what results? 100% increase in kashmir deaths? when #BJP has state and center govt?"
3449,SinhaVikaz1,"@Patriot18074824 @spendurti @muglikar_ @RahulGandhi #BJP #BadkaJhootaParty NAMO are proving Jinnah was a great visionary who saw this happening and thus created safe countries for muslims, keep on doing hindu hindu muslim muslim, kya kiya muslim ne tere saath &lt; 70 years ago? jab bjp babri aur rath yatra congress vikas ke saath"
3450,rohitjsarma,"@thushar_vn @AmitShah @narendramodi Congratulations @thushar_vn , you will be victorious no doubt . @RahulGandhi is a fugitive , he is running for the space ...
#WayanadElections2019 
#Wayanad 
#ModiHaiToMumkinHai 
#BJP"
3451,JaliKamalakar,"There's nothing 4 #Modi ji 2 win de elections&amp;face @RahulGandhi ji except #Pakistan issue. He is failed 2 address neither development nor regional issues. @INCIndia is keenly focused on National Security,Unemployment&amp; Regional issues where #BJP failed. @vidyarthee @sravandasoju"
3452,ParthaB34769052,"@RahulGandhi Again nicely drafted tweet 🤓
Seems your tweeter handle managed by someone really talented believe in vision of #BJP."
3453,CHETANP14947936,"INR 72,000.00 credited to your A/c No XXXXXXX3201 on 01/04/1994 through NEFT with UTR N324180683257979  by Rahul Gandhi New Scheme Corporation
.
.
April Fool.
😂😂😂😂😂😂😂😂😂
#RahulGandhi #Chowkidar #RahulGandhiDay #NarendraModi"
3454,MoolaNakshatra,"@CTRavi_BJP @smritiirani @RahulGandhi But still #Wayanad is for #BJP
#PhirEkBaarModiSarkar"
3455,CTRavi_BJP,"After the Voters and Smt @smritiirani threw him out of Amethi, Janeu Dhari Hindu @RahulGandhi selects ""Hindu Minority"" Wayanad as his second seat in #LokSabhaElections2019 .

Its a fact that the Incompetent Dynast indulged in Temple Run only to fool Hindus.

#WakeUpHindus"
3456,JKV71,#bjp #RahulGandhi Rahul Gandhi should contest in Karnataka at a BJP strong seat to win it for Cong.....Wayanad is Ok...but Karnataka would have been best...South is South doesn't matter Wayanad or Karnatake...Infact whole LS seats in Karnataka could have been won by Cong.....
3457,vijayindrtanaya,"#LokSabhaElections2019 is going into the History as an issue less election. Blame it on Nehrus, Congress, ManMohan Singh, Rajeev Gandhi and so on.."
3458,ShaktiShekhar,"With Rahul Gandhi contesting from 2 seats of Amethi &amp; #Wayanad, what do you think will be the final outcome? Please RT. Thanks #LokSabhaElections2019"
3459,Shantz66,@VazeIndian @RahulGandhi Trump in reverse! Modi getting into reality TV now - as insurance for after #LokSabhaElections2019 😂😂
3460,VSiddavanahalli,"After knowing Rahul Gandhi is rallying in Bengaluru, Potato prices went up! Just in case if he distributes POGO(Potato2Gold) machine. #PuriGandhiFamilyChorHai #Wayanad #RahulGandhi #BengaluruSouth #IndiaElects #ModiHaiTohMumkinHai #POGOmachine #potato2gold @Tejasvi_Surya"
3461,Secular_Hoon,"@prince_man11 @TarikShaikh85 @RahulGandhi @sanjaynirupam @milinddeora tell this to #ShivSena and it ally #BJP
last 2/ 3 decades they are in #BMC.
gaand mein dum hai to h ja ke bol na usko . par woh naho  karoge ulta unhiki vote deke jetaoge 🤦‍♂️"
3462,KamleshbhaiPa10,"@RahulGandhi @INCIndia , #BJP GUJARAT Has filed #Nominations for More (17)#Candidates Than # Congress has Declared Candidates. 
On what basis YOU Had declared That ""Candidates of Congress For Gujarat Will BE DECLARED IN #JANUARY !!😏😏"" 
Congress is Very poor in Decision making."
3463,SiddharthaRai2,"Today is a historic day in the body-politic of India as #robertvadra joins bro-in-law #RahulGandhi n Sonia Gandhi in the 'out-on-bail' club. 

Patiala House Court grants him anticipatory bail in undeclared foreign assets case. 

@MyNation
@abhijitmajumder"
3464,ranajig,"@ambkcsingh Ditto: KC this is exactly how @RahulGandhi wants #BJP Bigoted Joker Party to see this contest ...they have so easily fallen into the TRAP.The ratio now thus stands Hindus vs the REST including Dalits. If you demographically divide this in states, the results will please you !"
3465,spati2012,@JhaSanjay He is Rahul Pappu Gandhi - the biggest campaigner of #BJP
3466,Sagar4000,"Be it Rahul Gandhi or Narendra Modi, no candidate should contest from 2 seats #LokSabhaElections2019"
3467,RaviMishra2029,#BJP ally Bharat Dharma Jana Sena's #ThusharVellappally to fight against Rahul in #Wayanad
3468,NITINMOUDGIL,"#RahulGandhiDay #NarendraModi #BJP 
If anyone calls you Intelligent,,
If anyone appreciates you for no reason.
If anyone thinks you are Smart.
Just smile as it is your day Happy April Rahul Gandhi Day !
Artificial Intellgent of India - Official Entertainer from INC !!"
3469,Nagesh_HS,@TimesNow @INCIndia @divyaspandana @RahulGandhi @INCIndia @INCKarnataka How many fake account pages you guys have to defame @narendramodi? #LokSabhaElection2019 #BJP #karnatakapolitics @TeamModi @astitvam
3470,Raj111188,"@INCIndia @RahulGandhi Huge respect for the bodyguards who control their laughter when Rahul delivers speech. They deserve PadmaShree. 

#BJP  #Congress  #2019Elections"
3471,unnis_m,CPI(M) veteran V. S. Achuthanandan once again calls rahul 'Amul Baby'. Rahul behave like a kid with out understanding the situation concretely.  Rahul's approach is same in Delhi and Kerala says VS.  #Elections2019 #RahulGandhi
3472,NoteThePointNow,"@ashoswai To Contest an #Election #NawazSharif talked about his motorway,train،bus projects;#Imrankhan stressed on Education &amp; anti Corruption. While #Modi and #BJP have only hatred and #Bollywood style slogans against #Pakistan. @ANINewsUP @RahulGandhi"
3473,ashu1071988,"President of Bharat Dharma Jana Sena Thushar Vellappally is NDA's candidate against Rahul Gandhi in Wayanad. Thushar belongs to Ezhava community which makes 22 per cent of Wayanad's total population. Thushar is also the state convenor of NDA in Kerala. 

#Wayanad #RahulGandhi"
3474,shkhnaser,"@DahakeSuyash If @narendramodi is deserving he might have fulfill his promises?
I don't find any difference between #congress &amp; #BJP but I hope @RahulGandhi will have to work n full fill the promise like 2004 RTE, RTE MNREGA etc.
MP, RAJASTHAN, KARNATAKA reject modi bcause #MuhkholaJhoothbola"
3475,Enlivened_Viral,@GauravPandhi @RahulGandhi Only a MORON like you can think like this. Bigger question is – why is he contesting from 2 seats at first place? #BJP has already field a robust candidate in form of #smritiirani against #Pappu and hence the fear of losing is making him run-away like a stray dog. #PappuDiwas
3476,yogivimal,"@ashutosh83B @Chaddilectual @RahulGandhi @priyankagandhi @rssurjewala @JhaSanjay @priyankac19 @narendramodi you duffer #RahulGandhi remember what #Surjewala said? that 'Amethi' is your 'Parivar' you live in the heart of 'Amethi'? for Modi, Varanasi was his first try....you understand the difference? does #ashutosh understand it? or he goe senile before time?"
3477,Dev_Fadnavis,"Thank you Hon PM @narendramodi ji for once again choosing Wardha for starting Maharashtra campaign for #LokSabhaElections2019 . 
Wardha is a land of Mahatma Gandhi ji who always insisted on dissolution of Congress and Wardha has taken lead in this !"
3478,piyushadeshra,Happy Gandhi Nehru Day #AprilFools #AprilFoolsDay #LokSabhaElections2019 #Elections2019
3479,SimonBinoy,@INCKerala It's a wrong decision it's all game plan of @chennithala. Pls for God's sake Kerala people r educated. We hv now #Ghatbandhan with opposition parties to remove #BJP then u all allowed @RahulGandhi to fight from #Wayanad he can fight from #Karnataka also to remove #BJP.
3480,ShaktiShekhar,"While Rahul Gandhi is allegedly making non-viable promises like #MinimumIncomeGuarantee &amp; filling 22 lakh job vacancies in govt by March 31, 2020, PM Modi &amp; Amit Shah have started polarisation of voters. Is it ""fake promises"" vs old polarisation politics?
#LoksabhaElections2019"
3481,Ak5985965,@ANI @PMOIndia @TimesNow @majorgauravarya @ZeeNews we know that @OfficialDGISPR is strong in information warfare. This confirms the connection of #ISI with #INC Rahul Gandhi gets his training from Islamabad. @narendramodi @rajnathsingh
3482,Anukul_Behera,"@BBCHindi @imurmila u r right. #RahulGandhi capable politician as 
#OrdinancePhadSaktaHai as grt leader
#PhataKurtaDikhaSaktaHai as garib aadmi in public rally. That's the quality of Gandhi family now. Not compare with #MGandhu or else. He is not matured yet.
@urmilaofficial 
@RahulGandhi"
3483,yashwanth21g,"@narendramodi are you insulting @RahulGandhi or the communities?
Why did you tell that there was no #Hindus in place where #RahulGandhi is contesting.

People of Kerala shld Ban #BJP now"
3484,pkm1999,"@kishkindha Strongly disagree .... Former PM , Indira Priyadarshini Gandhi  could bounce back in 1980 with 353 LS seats after being routed in the General Elections in 1977 because of a strong PAN India #Congress  organisation ...     #RahulGandhi     @RahulGandhi    @INCIndia   #Congress"
3485,muralimbhat,@RahulGandhi Selling his Ancestral property #raebareli  to @smritiirani its historic !! #RahulFromWayanad #RahulWayanadBattle Its end of socalled gandhi yug  #DynastyMuktBharat !! #LokSabhaElections2019 #MainBhiChowkidar #ChowkidarNarendraModi
